merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-04720,26.0836,996.1916,0.0173,0.0056,716,0.1165,0.0873,0.4745,2,0.1286,0
M-04721,53.1653,667.4948,0.0451,0.0127,111,0.092,0.1063,0.4325,3,0.0756,0
M-04722,65.7065,964.9505,0.0122,0.0021,1294,0.1002,0.1051,0.6392,5,0.0223,0
M-04723,38.3808,1024.1703,0.0296,0.0111,1049,0.1419,0.1199,0.6895,7,0.0445,1
M-04724,35.3042,1433.0587,0.0596,0.0141,709,0.0253,0.1086,0.6114,4,0.0494,0
M-04725,43.0904,1060.2102,0.0694,0.0074,827,0.1351,0.1235,0.7877,4,0.04,0
M-04726,38.7918,842.1218,0.0447,0.0027,260,0.0159,0.0595,0.4879,1,0.0655,1
M-04727,73.9678,589.6107,0.1011,0.0158,370,0.1076,0.1711,0.8239,11,0.3039,1
M-04728,35.1506,717.2232,0.0349,0.007,675,0.0711,0.129,0.6801,2,0.1218,0
M-04729,57.4531,464.3203,0.0659,0.0021,1170,0.044,0.1197,0.7428,1,0.1386,0
M-04730,13.2347,293.9424,0.0743,0.0043,289,0.1832,0.075,0.6162,8,0.128,1
M-04731,63.051,838.0317,0.0728,0.0038,495,0.0615,0.0636,0.5594,6,0.0224,0
M-04732,46.1757,758.1958,0.0419,0.0142,849,0.1329,0.0542,0.2243,7,0.0229,0
M-04733,29.7564,737.3778,0.0611,0.0028,1031,0.0497,0.1521,0.8361,4,0.0874,0
M-04734,56.207,571.3624,0.036,0.0022,343,0.1412,0.0391,0.5366,2,0.0653,0
M-04735,96.3577,1060.4769,0.116,0.0036,934,0.2325,0.1161,0.6622,8,0.2749,1
M-04736,67.3085,859.7917,0.0169,0.0138,159,0.1267,0.0448,0.8441,7,0.0102,0
M-04737,67.5438,603.4556,0.0274,0.0117,504,0.0624,0.0948,0.7077,7,0.0319,0
M-04738,51.3261,781.8682,0.0112,0.0037,748,0.0935,0.0919,0.6794,5,0.0064,0
M-04739,9.4515,836.4237,0.0572,0.0015,872,0.0082,0.0535,0.328,2,0.1341,0
M-04740,58.188,681.8738,0.0939,0.0082,385,0.0787,0.0,0.5078,11,0.1577,0
M-04741,140.6457,1073.0021,0.0376,0.0096,1281,0.1681,0.1221,0.6283,6,0.3185,1
M-04742,50.3197,655.1906,0.0439,0.0133,307,0.0312,0.1198,0.6088,7,0.0467,0
M-04743,56.194,230.9791,0.0441,0.0047,882,0.1426,0.1005,0.5784,5,0.0245,0
M-04744,61.3845,1017.5009,0.0151,0.007,725,0.0554,0.0808,0.3329,6,0.0017,0
M-04745,54.6857,1048.8523,0.0431,0.0042,1089,0.0357,0.0777,0.5191,3,0.112,0
M-04746,50.0457,978.3443,0.0372,0.004,30,0.07,0.0968,0.5407,4,0.0321,0
M-04747,43.0141,428.3311,0.0268,0.0132,835,0.023,0.0789,0.6326,3,0.002,0
M-04748,68.3155,626.2174,0.0701,0.0052,324,0.0898,0.0639,0.5248,4,0.0649,0
M-04749,42.546,229.4873,0.0797,0.0021,885,0.1103,0.0535,0.7801,3,0.1256,0
M-04750,30.0083,1575.6333,0.0185,0.0063,727,0.0201,0.0562,0.7042,6,0.0001,0
M-04751,81.5408,615.8552,0.0974,0.0094,862,0.1433,0.1558,0.7073,4,0.0851,1
M-04752,58.3483,1062.2373,0.0179,0.0129,1212,0.0658,0.1576,0.6716,3,0.0297,0
M-04753,56.1291,846.5455,0.0107,0.0135,1153,0.0816,0.1147,0.4353,6,0.0596,0
M-04754,53.7721,719.9831,0.0286,0.012,680,0.004,0.0409,0.5021,7,0.0797,0
M-04755,1.0,1589.0338,0.1032,0.0156,269,0.1015,0.1123,0.7583,6,0.0969,0
M-04756,56.8666,733.6373,0.0793,0.0034,1379,0.0695,0.0456,0.4891,1,0.0905,0
M-04757,28.2711,453.7323,0.0217,0.0056,721,0.1204,0.1279,0.7224,6,0.0255,0
M-04758,61.3688,1199.0128,0.0505,0.0014,580,0.1043,0.0144,0.7339,3,0.0608,0
M-04759,43.6903,616.3489,0.025,0.0134,819,0.062,0.0552,0.5995,4,0.0481,0
M-04760,49.4626,1353.9242,0.0656,0.0118,760,0.007,0.0759,0.1513,2,0.1276,0
M-04761,69.3463,539.1072,0.0251,0.0115,1165,0.1084,0.0675,0.3653,3,0.1341,0
M-04762,37.7628,801.8107,0.0297,0.0065,992,0.057,0.071,0.7646,6,0.057,0
M-04763,52.6187,1256.975,0.0651,0.0115,315,0.123,0.0904,0.814,7,0.0444,0
M-04764,52.6132,922.7876,0.0522,0.0075,30,0.1634,0.2193,0.467,7,0.334,1
M-04765,63.5603,674.8834,0.0658,0.0024,586,0.1234,0.1285,0.7347,1,0.1234,0
M-04766,13.2806,455.8409,0.0652,0.007,1126,0.2256,0.0096,0.7556,11,0.1537,1
M-04767,67.0632,863.9504,0.1029,0.0229,1094,0.1986,0.1169,0.4949,5,0.1207,1
M-04768,65.8885,1467.553,0.0703,0.0036,679,0.0823,0.1386,0.7378,11,0.3387,1
M-04769,38.1599,894.3462,0.0163,0.0066,899,0.1323,0.0771,0.6718,5,0.0968,0
M-04770,51.1875,476.3819,0.0351,0.005,460,0.0552,0.1218,0.635,1,0.0744,1
M-04771,66.5246,964.0166,0.0657,0.0172,578,0.0972,0.1175,0.8053,1,0.308,1
M-04772,42.8124,1074.9701,0.0465,0.0076,531,0.0017,0.109,0.4367,1,0.0111,0
M-04773,44.3131,819.4016,0.0398,0.0134,851,0.0654,0.0685,0.6706,7,0.1263,0
M-04774,54.6495,618.726,0.0326,0.025,940,0.1146,0.1454,0.4819,8,0.3154,1
M-04775,75.2589,999.7287,0.0607,0.0026,792,0.0355,0.109,0.5214,3,0.034,0
M-04776,134.7119,1290.6749,0.1078,0.0087,240,0.1885,0.0712,0.4087,4,0.0751,1
M-04777,59.4429,1095.9219,0.072,0.005,922,0.0106,0.0524,0.3364,4,0.0637,0
M-04778,86.1892,815.6583,0.0787,0.0071,786,0.0625,0.0657,0.5401,7,0.0965,0
M-04779,44.4169,593.0954,0.0647,0.0107,523,0.053,0.0661,0.484,6,0.1056,0
M-04780,12.6009,374.2463,0.0275,0.0073,436,0.0118,0.0516,0.4737,5,0.0661,0
M-04781,53.4838,625.923,0.0574,0.0019,480,0.0273,0.0737,0.4889,5,0.0467,0
M-04782,47.1632,341.7232,0.0771,0.0058,752,0.0234,0.1033,0.4614,3,0.0003,0
M-04783,35.6669,935.741,0.0304,0.0058,400,0.0521,0.0809,0.7334,6,0.0592,0
M-04784,97.9709,1302.3167,0.0817,0.0147,30,0.154,0.0191,0.4918,4,0.1169,1
M-04785,34.4926,1051.3552,0.0389,0.0195,382,0.3305,0.0855,0.651,1,0.1091,1
M-04786,37.7694,681.421,0.032,0.0044,94,0.0073,0.1106,0.565,6,0.045,0
M-04787,63.6852,633.9145,0.1147,0.0079,923,0.0805,0.0366,0.6971,2,0.2131,1
M-04788,17.1512,1141.7332,0.0619,0.0063,30,0.0489,0.0482,0.5941,2,0.0613,0
M-04789,56.2467,1311.7592,0.0683,0.0084,753,0.0059,0.1075,0.5398,7,0.0964,0
M-04790,51.1315,555.6022,0.0577,0.0047,998,0.0769,0.0939,0.3937,7,0.0134,0
M-04791,49.2646,629.1809,0.0417,0.0098,482,0.1169,0.1066,0.3846,4,0.0565,0
M-04792,59.332,324.217,0.1063,0.0149,30,0.3483,0.0965,0.671,10,0.2702,0
M-04793,36.1515,1181.1801,0.0699,0.0106,743,0.0292,0.0861,0.4176,1,0.0179,1
M-04794,63.4197,968.1926,0.0425,0.0033,894,0.1178,0.0825,0.652,6,0.0838,0
M-04795,28.1367,1027.3408,0.071,0.0133,541,0.1464,0.0936,0.4269,6,0.0419,0
M-04796,57.3149,1171.563,0.0973,0.024,583,0.2965,0.2293,0.6661,8,0.3225,1
M-04797,65.4048,611.2033,0.07,0.0127,886,0.0571,0.0441,0.5632,7,0.0288,1
M-04798,64.101,742.6592,0.0818,0.0208,1114,0.1704,0.1083,0.7536,2,0.3047,1
M-04799,59.3427,1104.0646,0.0387,0.006,436,0.0452,0.0768,0.3329,4,0.066,0
M-04800,52.7725,1234.2819,0.0251,0.0032,30,0.0087,0.1182,0.507,6,0.0221,0
M-04801,72.9855,1278.628,0.0388,0.0012,727,0.0991,0.0556,0.4772,5,0.1178,0
M-04802,39.5484,922.263,0.0301,0.0105,1226,0.0099,0.0352,0.6874,5,0.0732,0
M-04803,33.1476,1416.7836,0.0349,0.0095,455,0.0121,0.0702,0.3688,2,0.0503,0
M-04804,53.9158,673.0316,0.0333,0.0048,1110,0.1256,0.0847,0.6825,1,0.0589,0
M-04805,72.3609,1207.9933,0.0403,0.002,1058,0.0015,0.0822,0.5009,4,0.1033,0
M-04806,98.7598,817.1343,0.0498,0.0209,801,0.2973,0.1793,0.5423,7,0.3092,1
M-04807,41.6387,713.8326,0.0672,0.0054,912,0.1207,0.0981,0.5939,3,0.125,0
M-04808,68.2694,856.7018,0.0368,0.0063,747,0.1461,0.1039,0.41,5,0.0163,0
M-04809,57.0986,1554.7227,0.039,0.0068,1217,0.0892,0.0745,0.443,6,0.1146,0
M-04810,35.1074,694.8319,0.1076,0.0177,622,0.1299,0.188,0.8407,10,0.1563,1
M-04811,72.225,102.1569,0.038,0.007,1437,0.0236,0.0954,0.6905,4,0.0341,0
M-04812,31.6566,1259.2979,0.0254,0.0127,1062,0.0947,0.0935,0.6289,6,0.0294,0
M-04813,53.9384,1642.6036,0.0305,0.0098,445,0.0815,0.0732,0.7643,3,0.0764,0
M-04814,47.1954,1012.0864,0.0709,0.0087,798,0.0878,0.0483,0.2154,6,0.0442,0
M-04815,57.8291,695.5652,0.0533,0.0119,416,0.1283,0.1113,0.5998,3,0.0033,1
M-04816,40.9904,1329.5614,0.0449,0.0034,904,0.0194,0.1241,0.4413,4,0.1305,0
M-04817,41.1419,885.1495,0.0565,0.0122,572,0.2566,0.0752,0.4999,8,0.2306,1
M-04818,40.4966,721.7137,0.1105,0.0096,870,0.2758,0.1646,0.515,5,0.2638,1
M-04819,29.6683,683.4159,0.0139,0.0021,468,0.0334,0.084,0.3495,2,0.091,0
M-04820,33.7841,1135.3919,0.0354,0.0123,912,0.0517,0.0891,0.5141,2,0.083,0
M-04821,37.4212,1178.4396,0.0786,0.0071,1020,0.1035,0.0318,0.7193,7,0.0529,1
M-04822,22.5328,1162.0174,0.0663,0.0062,629,0.0737,0.0497,0.3412,2,0.0323,0
M-04823,69.5261,1255.3047,0.0177,0.0122,494,0.1273,0.0772,0.4757,3,0.142,0
M-04824,34.5849,686.4441,0.0512,0.0056,1359,0.0926,0.0927,0.8245,4,0.1113,0
M-04825,98.3093,427.5231,0.1139,0.01,186,0.1144,0.1692,0.6974,7,0.1311,1
M-04826,42.4479,1346.8625,0.0416,0.0053,910,0.1339,0.0962,0.409,2,0.019,0
M-04827,39.08,987.6982,0.0305,0.007,714,0.0602,0.0657,0.5076,3,0.1271,0
M-04828,40.5087,968.4874,0.0234,0.0124,497,0.0201,0.1116,0.3209,2,0.0118,1
M-04829,34.2731,511.5376,0.1146,0.0145,30,0.1828,0.0469,0.6741,1,0.3089,1
M-04830,65.7351,416.4384,0.043,0.006,1366,0.0567,0.0871,0.5765,7,0.108,0
M-04831,97.2809,828.1427,0.0552,0.0117,946,0.1381,0.0707,0.4116,1,0.025,0
M-04832,42.3529,502.9176,0.0493,0.0127,371,0.1291,0.0751,0.4175,2,0.0976,0
M-04833,54.0509,1097.921,0.0222,0.0126,361,0.0418,0.0806,0.6878,3,0.1016,0
M-04834,15.2838,486.6719,0.0531,0.0096,547,0.0877,0.064,0.4146,7,0.2443,0
M-04835,48.0105,617.9632,0.032,0.0031,799,0.0754,0.0692,0.7556,7,0.0716,0
M-04836,72.8151,649.4635,0.0174,0.0052,840,0.0605,0.0481,0.3897,5,0.1466,0
M-04837,42.0461,1230.2955,0.0702,0.0078,807,0.1261,0.0862,0.6711,4,0.0342,0
M-04838,58.0223,692.0335,0.0213,0.0141,828,0.0494,0.0298,0.4065,1,0.1323,0
M-04839,39.5793,1136.2255,0.0295,0.013,835,0.1171,0.0923,0.6482,5,0.03,0
M-04840,40.6603,1059.2761,0.0242,0.0121,1138,0.1284,0.0514,0.336,3,0.0876,0
M-04841,56.3238,1064.902,0.0205,0.0148,537,0.0465,0.1515,0.7872,5,0.0925,0
M-04842,72.4407,598.3322,0.0111,0.0149,771,0.0205,0.1165,0.736,4,0.0461,0
M-04843,78.4519,776.085,0.0265,0.0036,976,0.0306,0.0733,0.5409,3,0.0106,0
M-04844,52.9377,493.311,0.0146,0.0037,936,0.1431,0.0589,0.7216,2,0.1155,0
M-04845,109.6207,1448.8876,0.0542,0.0052,1103,0.0701,0.0784,0.707,1,0.1891,1
M-04846,56.8725,492.4376,0.036,0.0077,1112,0.1017,0.1089,0.4651,7,0.0819,0
M-04847,40.7352,1362.1989,0.0545,0.0056,252,0.0869,0.0807,0.4852,7,0.0012,0
M-04848,89.9876,861.0302,0.037,0.0218,30,0.079,0.0269,0.5843,6,0.1928,1
M-04849,65.9776,1117.5589,0.019,0.0131,1084,0.072,0.0707,0.4052,2,0.1112,0
M-04850,63.7884,568.0097,0.0496,0.0087,918,0.111,0.0764,0.5493,4,0.0059,0
M-04851,37.2523,1125.6745,0.0419,0.0083,361,0.1304,0.0458,0.3592,5,0.042,0
M-04852,58.0498,730.803,0.0185,0.0052,741,0.0972,0.1028,0.4407,7,0.0082,0
M-04853,19.2509,683.4672,0.0694,0.004,236,0.1398,0.0925,0.5031,6,0.1295,0
M-04854,54.2563,846.3869,0.0323,0.0121,873,0.0041,0.0755,0.6941,5,0.0857,0
M-04855,55.2595,842.3518,0.0109,0.0091,484,0.109,0.0576,0.7164,5,0.0453,1
M-04856,20.7335,865.9178,0.0177,0.0084,846,0.0308,0.0564,0.6375,4,0.0274,0
M-04857,89.2641,935.6361,0.0854,0.0198,30,0.1234,0.1453,0.6514,9,0.1395,1
M-04858,69.0853,1242.8332,0.013,0.0084,823,0.143,0.0692,0.5873,5,0.0312,1
M-04859,61.077,911.4277,0.0576,0.0023,1320,0.0619,0.0851,0.4113,3,0.1486,0
M-04860,77.3901,682.8608,0.0698,0.0095,928,0.0641,0.0637,0.6068,2,0.1011,0
M-04861,71.787,837.8998,0.029,0.0125,1138,0.0631,0.0571,0.2792,1,0.1421,0
M-04862,81.3431,771.0077,0.0251,0.008,737,0.0788,0.0474,0.4922,1,0.0079,0
M-04863,42.1333,1316.5596,0.0798,0.0042,350,0.1004,0.0245,0.6802,6,0.0747,0
M-04864,42.504,605.5396,0.0102,0.0054,977,0.09,0.091,0.4752,5,0.007,0
M-04865,10.7038,716.2169,0.0734,0.0064,866,0.0033,0.1054,0.5145,4,0.0893,0
M-04866,38.9484,1084.948,0.0114,0.0141,475,0.0919,0.051,0.3458,1,0.0556,0
M-04867,37.7857,291.9436,0.0404,0.0189,238,0.1536,0.0898,0.6574,5,0.1831,1
M-04868,63.3537,1310.847,0.0437,0.0033,255,0.0511,0.0789,0.6565,1,0.1066,0
M-04869,64.6763,944.3334,0.0577,0.0064,1126,0.0966,0.0616,0.3704,4,0.0785,1
M-04870,59.2366,466.4942,0.0444,0.0028,823,0.0622,0.0662,0.4108,3,0.0682,1
M-04871,49.5096,916.9459,0.0794,0.0016,413,0.1193,0.117,0.54,2,0.1445,0
M-04872,64.4419,601.7907,0.0683,0.0126,1006,0.2383,0.1979,0.4696,5,0.3447,1
M-04873,36.993,1156.011,0.0263,0.0016,828,0.0319,0.1381,0.4902,4,0.0413,0
M-04874,31.1224,50.0,0.0623,0.0098,1224,0.0672,0.1051,0.555,6,0.1156,0
M-04875,57.9801,1156.4906,0.0371,0.003,505,0.1447,0.0803,0.6984,5,0.0236,0
M-04876,64.8806,756.1995,0.0482,0.0032,715,0.1119,0.0777,0.4056,6,0.0421,0
M-04877,48.7534,644.6525,0.0262,0.014,689,0.0552,0.0727,0.4214,1,0.0552,0
M-04878,26.627,1045.4569,0.1012,0.0135,262,0.2035,0.19,0.6686,7,0.1888,1
M-04879,56.9982,861.9141,0.0202,0.014,994,0.068,0.0783,0.2542,1,0.0404,0
M-04880,58.0476,772.81,0.0439,0.0074,1463,0.0855,0.1462,0.6546,2,0.0179,0
M-04881,19.6229,1280.5262,0.0225,0.0128,493,0.0348,0.135,0.4158,1,0.0985,0
M-04882,42.6215,1372.2824,0.0624,0.0085,984,0.1351,0.0273,0.3881,4,0.02,0
M-04883,24.9589,703.6884,0.0429,0.0128,998,0.0514,0.0583,0.6544,7,0.0218,0
M-04884,49.2469,709.0707,0.0485,0.0138,1325,0.1434,0.0466,0.4672,2,0.1035,0
M-04885,37.0745,617.5112,0.0753,0.0139,992,0.1371,0.0856,0.5242,2,0.0455,0
M-04886,32.0482,230.4092,0.0445,0.0087,962,0.0154,0.0982,0.4904,2,0.1109,0
M-04887,42.2536,1345.1719,0.065,0.0136,910,0.1286,0.0962,0.5197,5,0.0154,0
M-04888,57.089,1137.3519,0.0313,0.0095,1012,0.0266,0.0633,0.38,4,0.0505,1
M-04889,76.3782,593.9898,0.0985,0.0164,30,0.2605,0.1079,0.7136,6,0.3263,1
M-04890,17.0938,1161.2013,0.0956,0.0044,1013,0.1958,0.0687,0.6572,5,0.2096,1
M-04891,36.4907,1551.3483,0.0123,0.0065,655,0.0087,0.0581,0.4703,2,0.0734,0
M-04892,46.0483,685.0632,0.0459,0.0124,680,0.1497,0.1095,0.4272,5,0.0478,0
M-04893,49.4147,1048.6789,0.0434,0.004,1432,0.0877,0.1132,0.3947,6,0.0159,0
M-04894,37.9353,791.3582,0.029,0.0032,497,0.0522,0.1129,0.2545,2,0.0077,0
M-04895,57.1847,1013.736,0.063,0.0032,716,0.09,0.0539,0.6123,1,0.0449,0
M-04896,38.6638,1016.0709,0.0411,0.0094,994,0.0192,0.0556,0.5201,7,0.1283,0
M-04897,73.4227,396.2413,0.0687,0.0109,1006,0.039,0.0568,0.5309,5,0.0057,0
M-04898,96.25,1203.1161,0.0749,0.0165,605,0.1647,0.1786,0.8987,8,0.0925,1
M-04899,68.8918,666.341,0.055,0.0158,886,0.1621,0.1813,0.6925,6,0.2914,1
M-04900,56.4228,1091.6724,0.0297,0.0044,860,0.1446,0.1547,0.4478,7,0.0557,0
M-04901,58.1943,781.6841,0.0452,0.0074,783,0.1014,0.1277,0.668,4,0.0957,0
M-04902,51.4006,1477.3283,0.0495,0.0055,30,0.0632,0.0848,0.6239,4,0.0096,0
M-04903,54.1784,529.8182,0.0877,0.0086,696,0.2309,0.1108,0.5899,6,0.2962,1
M-04904,35.8174,532.36,0.0645,0.0095,595,0.1093,0.0983,0.4488,5,0.1141,0
M-04905,52.8665,1043.3555,0.0358,0.011,1553,0.1189,0.1254,0.5618,7,0.0863,0
M-04906,24.8585,1209.2645,0.1129,0.0056,261,0.2395,0.118,0.4869,6,0.2988,1
M-04907,45.3633,873.6892,0.0471,0.006,728,0.1349,0.1263,0.3727,1,0.0091,0
M-04908,17.0179,1186.7123,0.0132,0.0014,1399,0.0041,0.0336,0.4783,7,0.0019,0
M-04909,77.6799,557.3761,0.0461,0.0196,438,0.295,0.0,0.3308,6,0.2298,1
M-04910,58.0176,829.4661,0.0586,0.0137,759,0.1091,0.0134,0.6325,2,0.0986,1
M-04911,55.5105,414.7216,0.0334,0.0083,702,0.1352,0.0769,0.4297,2,0.056,0
M-04912,40.6683,1036.8529,0.0907,0.0139,709,0.2744,0.1689,0.726,3,0.1169,0
M-04913,43.8547,897.4282,0.0228,0.0113,416,0.1436,0.0683,0.1971,2,0.1223,0
M-04914,30.6427,853.9367,0.1138,0.0198,110,0.2731,0.0078,0.6973,4,0.2893,1
M-04915,30.7936,1272.0804,0.0511,0.0061,317,0.0084,0.102,0.5035,4,0.0568,0
M-04916,63.0609,585.7111,0.0946,0.0137,707,0.0846,0.115,0.7419,4,0.0833,1
M-04917,30.96,1211.7455,0.0573,0.0115,1229,0.1275,0.1157,0.5701,4,0.0118,0
M-04918,39.1138,764.4717,0.0586,0.0135,1110,0.0535,0.0376,0.4734,4,0.0569,1
M-04919,68.8885,1284.0832,0.0607,0.0102,707,0.0694,0.0651,0.3806,2,0.0591,0
M-04920,51.4697,1519.4497,0.0635,0.002,804,0.0751,0.0447,0.5882,2,0.0279,0
M-04921,113.8619,778.7545,0.0372,0.0072,1445,0.0579,0.1208,0.535,9,0.1006,1
M-04922,33.4656,1430.0079,0.0763,0.0134,362,0.1496,0.0245,0.5377,4,0.079,0
M-04923,18.8328,948.0984,0.0321,0.0132,1155,0.1479,0.0837,0.8601,5,0.0311,0
M-04924,36.3865,569.3211,0.0498,0.0108,380,0.0332,0.108,0.5585,6,0.1215,0
M-04925,55.3567,640.5401,0.0608,0.0148,541,0.115,0.0826,0.6365,5,0.0995,0
M-04926,75.1885,466.4275,0.0471,0.0183,342,0.2412,0.1873,0.9353,7,0.1804,1
M-04927,66.2884,622.3088,0.0112,0.0071,802,0.1342,0.0681,0.2568,5,0.0116,0
M-04928,14.5451,1231.1301,0.1098,0.0031,686,0.0945,0.1015,0.7884,4,0.3025,1
M-04929,48.5706,468.4243,0.0792,0.0076,864,0.0829,0.1344,0.7576,7,0.0074,1
M-04930,48.0852,530.9937,0.0744,0.0042,589,0.0439,0.1117,0.5935,1,0.1463,0
M-04931,45.2737,1286.6801,0.0537,0.0043,597,0.0046,0.0631,0.566,5,0.0077,0
M-04932,48.4379,875.4356,0.0429,0.0195,926,0.1784,0.2241,0.59,6,0.1363,1
M-04933,31.4386,1200.3226,0.078,0.0133,354,0.1401,0.0766,0.4085,1,0.0969,0
M-04934,40.3777,760.354,0.0655,0.0086,798,0.0111,0.0774,0.4416,7,0.0082,0
M-04935,10.1947,949.8989,0.0541,0.0092,118,0.2634,0.1348,0.847,11,0.3431,1
M-04936,59.3271,153.9053,0.0701,0.0065,652,0.1451,0.0755,0.3624,2,0.0556,0
M-04937,59.4252,729.4615,0.0467,0.004,1171,0.102,0.0876,0.4171,1,0.0363,1
M-04938,29.8119,952.3648,0.0318,0.0149,841,0.1018,0.0734,0.4149,7,0.1461,0
M-04939,47.8322,660.7207,0.0773,0.0037,855,0.0314,0.0479,0.7699,5,0.1327,0
M-04940,48.5124,631.5484,0.0533,0.0027,30,0.0968,0.0749,0.6843,1,0.0093,0
M-04941,84.4835,596.2981,0.044,0.0133,330,0.1425,0.0666,0.7207,4,0.113,0
M-04942,64.6236,817.9268,0.032,0.0246,1127,0.1503,0.1779,0.5646,9,0.286,1
M-04943,82.4488,602.9395,0.0217,0.0079,1091,0.0917,0.0746,0.8177,1,0.0134,0
M-04944,51.2884,1357.704,0.0615,0.0089,901,0.0505,0.07,0.3342,2,0.0913,0
M-04945,37.1426,697.236,0.0277,0.0013,545,0.0119,0.0559,0.49,2,0.0618,0
M-04946,64.4506,720.1678,0.0281,0.0077,491,0.1207,0.0348,0.2611,2,0.072,0
M-04947,35.6084,665.6384,0.0657,0.0063,848,0.0612,0.0875,0.6838,2,0.038,0
M-04948,64.3271,700.7283,0.0538,0.0149,914,0.1333,0.1129,0.5525,1,0.0709,0
M-04949,31.3142,695.0157,0.0622,0.0014,374,0.0595,0.0802,0.5455,1,0.1034,0
M-04950,27.9127,886.4195,0.0706,0.0159,167,0.0864,0.1604,0.8005,1,0.3,1
M-04951,64.3232,1066.1721,0.1009,0.0148,627,0.0637,0.1501,0.6098,9,0.285,1
M-04952,62.2665,1220.1173,0.0535,0.0043,1014,0.0773,0.068,0.3321,7,0.0735,0
M-04953,36.5504,628.679,0.0264,0.0087,413,0.1471,0.0456,0.5649,3,0.0169,0
M-04954,53.2615,1611.8145,0.0603,0.0082,889,0.1464,0.0902,0.6683,5,0.0043,0
M-04955,123.5257,1493.1012,0.0346,0.0219,712,0.1464,0.0,0.5941,5,0.3175,1
M-04956,72.3446,307.3491,0.0689,0.0057,441,0.1564,0.1571,0.5998,10,0.2188,1
M-04957,26.036,1092.5713,0.0799,0.0132,30,0.0183,0.1423,0.2778,6,0.1068,0
M-04958,57.6199,1259.013,0.0572,0.002,599,0.1345,0.0932,0.6626,4,0.0141,0
M-04959,62.9398,1126.4007,0.0343,0.0205,701,0.1004,0.2019,0.6267,5,0.0743,1
M-04960,46.726,651.3736,0.088,0.0101,30,0.3024,0.1246,0.6005,8,0.1571,1
M-04961,33.2068,1009.835,0.0223,0.0124,1333,0.106,0.0832,0.627,4,0.0241,0
M-04962,60.5319,1044.0932,0.0463,0.0157,424,0.1224,0.0911,0.6257,3,0.2489,1
M-04963,22.4964,1125.5358,0.046,0.0118,855,0.259,0.1739,0.8768,9,0.1819,1
M-04964,55.0783,651.6925,0.0365,0.0085,995,0.0738,0.0872,0.3688,5,0.1167,0
M-04965,32.2719,714.924,0.0649,0.0148,900,0.0879,0.1118,0.2382,7,0.1304,0
M-04966,70.1121,217.5188,0.0715,0.0034,745,0.1518,0.087,0.6816,9,0.1514,1
M-04967,61.0948,269.7737,0.0771,0.0035,30,0.0385,0.0969,0.6257,5,0.0649,1
M-04968,61.8749,1120.1599,0.0352,0.0137,799,0.0108,0.052,0.3579,2,0.0271,1
M-04969,21.8724,362.3368,0.0583,0.0015,977,0.129,0.1346,0.5775,7,0.0591,0
M-04970,49.7924,882.4042,0.0443,0.003,30,0.0254,0.1355,0.628,3,0.0972,0
M-04971,50.0181,753.6523,0.012,0.012,649,0.135,0.0717,0.4412,4,0.0307,0
M-04972,37.7437,374.3123,0.011,0.0108,398,0.033,0.1317,0.431,4,0.025,0
M-04973,54.3304,759.7059,0.0757,0.0114,907,0.0808,0.0406,0.359,6,0.0487,0
M-04974,31.8508,720.3062,0.0856,0.0066,30,0.2622,0.0,0.729,6,0.3187,1
M-04975,62.3812,998.4117,0.0684,0.0076,765,0.1076,0.0856,0.6619,6,0.1437,0
M-04976,34.9379,1026.3568,0.0273,0.0039,930,0.081,0.039,0.7021,5,0.1347,0
M-04977,46.2721,803.0568,0.0352,0.006,284,0.0637,0.1017,0.6156,6,0.1462,1
M-04978,83.9159,412.3511,0.082,0.0036,699,0.1282,0.1094,0.505,8,0.185,1
M-04979,52.3504,495.7083,0.0431,0.0027,1506,0.1142,0.0367,0.4704,6,0.0163,0
M-04980,43.5589,696.9518,0.0219,0.0065,191,0.1454,0.0851,0.5669,7,0.1025,0
M-04981,92.9601,577.2772,0.0536,0.0072,660,0.2267,0.1201,0.559,2,0.2921,1
M-04982,71.9981,555.7636,0.0789,0.0129,371,0.0066,0.1337,0.5693,3,0.0507,1
M-04983,76.8282,1234.5819,0.0337,0.0046,889,0.0795,0.1381,0.8732,4,0.2393,1
M-04984,44.6894,609.3402,0.0331,0.0121,737,0.0603,0.0959,0.539,6,0.1189,0
M-04985,31.173,992.6005,0.0395,0.0121,1145,0.1475,0.0717,0.3179,6,0.0085,1
M-04986,49.9894,652.0754,0.0236,0.0027,1296,0.0464,0.0871,0.442,1,0.095,0
M-04987,44.9927,93.3166,0.035,0.0135,684,0.052,0.0606,0.6845,6,0.0224,0
M-04988,44.4075,985.1839,0.0292,0.0128,582,0.0691,0.0697,0.8336,1,0.0474,0
M-04989,46.2872,1210.7354,0.0447,0.0061,609,0.0094,0.1173,0.5298,2,0.0059,0
M-04990,50.4463,1071.7541,0.0114,0.0117,311,0.1143,0.1091,0.4919,3,0.1222,0
M-04991,65.1896,1239.7449,0.03,0.0023,474,0.0277,0.1221,0.4621,6,0.1234,0
M-04992,41.0454,416.8223,0.0781,0.0105,680,0.0744,0.088,0.3402,7,0.0043,0
M-04993,65.465,544.0914,0.0259,0.0024,420,0.0547,0.0687,0.69,3,0.0889,0
